Trip Code,Data entry,Boat name,Observer name,Captain name,Vessel capacity,Vessel length,Lugar de zarpe,. crew,. de matricula,Motor HP,Fecha de zarpe,hora de zarpe,Sistema,Objective species,Objective species 2,Objective species 3,fecha de llegada,hora de llegada,Puerto de llegada,Bait type 1,Bait type 2,Bait type 3,Bait state 1,Bait state 2,Bait state 3,. hooks,Corcho distance,"corcho distance, m or b",hook tipo y tamano,Mainline length,Mainline length units,Mainline material,Mainline thickness,hook depth (branchline length),Branchline material,Branchline thickness,"hook depth, m or b",hook - distance betwen,hook distance units,Use weight,Weight amount,Weigth to hook distance,linea madre/net depth,Net depth category,. panes,Pane 1 .,Net 1 type,Pane size - Length,Pane size - Depth,Pane size - Units,Mesh size,Mesh size - Units,Net depth,Net depth - Units,Pane 2 .,Net 2 type,Pane 2 length,Pane 2 depth,Pane 2 units,Pane 2 water depth,Pane 2 water depth - Units,Pane 2 mesh size,Pane 2 mesh size - units,Pane 3 .,Net 3 type,Pane 3 length,Pane 3 depth,Pane 3 units,Pane 3 water depth,Pane 3 water depth - Units,Pane 3 mesh size,Pane 3 mesh size - units,Mixed - type,Mixed- depth category,mixed - . panes,mixed - pane 1 - length,mixed - pane 1 - height,mixed - pane 1 units,mixed - pane 2 - length,mixed - pane 2 - height,mixed - pane 2 units,mixed - pane 1 mesh size,mixed - pane 1 mesh units,mixed - pane 2 mesh size,mixed - pane 2 mesh units,PS - number floats,PS - distance between floats FROM,PS - distance between floats TO,PS - number leads,PS - distance between leads FROM,PS - distance between leads TO,PS - boliche length,PS - boliche height,PS - material relinga superior,PS - grosor relinga superior,PS - material relinga inferior,PS - grosor relinga inferior,PS - mesh size,PS - ring diameter,Capture species 1,Capture species 2,Capture species 3,Capture species 4,Capture species 5,Capture species 6,Capture species 7,Quantity 1,Quantity 2,Quantity 3,Quantity 4,Quantity 5,Quantity 6,Quantity 7,Quantity Units 1,Quantity Units 2,Quantity Units 3,Quantity Units 4,Quantity Units 5,Quantity Units 6,Quantity Units 7,Cost of operation,Estimada ganacia,Comments
755,,Amazonas,SPP,Oscar Amaya Vilchez,5,8,Mancora,5,TA-33082,85,1/25/13,1/0/00,manual,merluza,,,1/28/13,1/0/00,Mancora,botella,caballa,,fresca,fresca,,2300,,,Espanol 9,2300,b,3/16 in,,1,,90,m,1,b,,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio negro,peje,diablo,Congrio rojo,Congrio chilindrina,,300,610,45,105,86,73,,k,k,k,k,k,k,,,,
756,,Amazonas,SPP,Oscar Amaya Vilchez,5,8,Mancora,5,TA-33082 BM,85,1/19/13,1/0/00,manual,merluza,,,1/23/13,1/0/00,Mancora,botella,,,fresca,,,2530,,,Espanol 9,2530,b,3/16 in,,1,,90,m,1,b,,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio negro,peje,diablo,Congrio rojo,Congrio chilindrina,,460,840,56,120,82,70,,k,k,k,k,k,k,,,,
757,,Puerto Deseado,SPP,Carlos Castillo,2,,Mancora,2,TA-2356,,1/17/13,1/0/00,manual,,,,1/17/13,1/0/00,Mancora,,,,,,,1000,,,10,2000,m,,4,1,,80,m,2,m,,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Doncella,Diablo,Otras,,120,20,5,3,2,50,,k,k,k,k,k,k,,,,
758,,Puerto Deseado,SPP,Carlos Castillo,2,,Mancora,2,,,1/18/13,1/0/00,manual,merluza,,,1/18/13,1/0/00,Nuro,machete,,,fresca,,,1000,,,10,2000,m,,4,1,,80,m,2,m,,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,peje,doncella,diablo,,,,350,10,5,3,,,,k,k,k,k,,,,,,
759,,Puerto Deseado,SPP,Carlos Castillo,2,,Mancora,2,,,1/19/13,1/0/00,manual,merluza,,,1/19/13,1/0/00,Mancora,machete,,,fresca,,,1000,,,10,2000,m,,4,1,,80,b,2,m,,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,Diablo,Otras,,200,14,20,10,5,30,,k,k,k,k,k,k,,,,
760,,Senor Cautivo,SPP,Ruben Castillo,8,,Mancora,4,,,2/14/13,1/0/00,manual,merluza,,,2/16/13,1/0/00,Mancora,botella,,,fresca,,,2000,,,9,4000,b,,3,1,,90,m,2,b,y,300,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,diablo,,,,130,150,10,30,,,,k,k,k,k,,,,,,
761,,El Delfin,SPP,Juan Castro,8,,Mancora,4,TA24753,,1/20/13,1/0/00,manual,merluza,,,1/22/13,1/0/00,Mancora,botella,,,fresca,,,2000,,,10,4000,,,,0.5,,90,b,2,b,y,300,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio gato,peje,diablo rojo,Cagalo,,,5,60,25,40,25,,,k,k,k,k,k,,,,,
762,,Amazonas,SPP,Oscar Amaya Vilchez,5,8,Mancora,5,TA-33082BM,85,1/30/13,1/0/00,manual,merluza,,,2/2/13,1/0/00,Mancora,caballa,machete,,fresca,fresca,,2530,,,Espanol #9,2530,b,,3,1,,90,m,1,b,,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio negro,peje,congrio chilindrina,Diablo,Cangrio rojo,,253,690,30,85,82,48,,,,,,,,,,,
763,,El Delfin,SPP,Juan Castro,8,,Mancora,4,TA24753,,1/31/13,1/0/00,manual,merluza,,,2/2/13,1/0/00,Mancora,botella,,,fresca,,,1800,,,10,4000,b,,3,0.5,,90,b,2,b,y,300,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio rojo,peje blanco,Doncella,Diablo,Cagalo,,135,80,30,55,15,15,,k,k,k,k,k,k,,,,
764,,Amazonas,SPP,Oscar Amaya Vilchez,5,8,Mancora,5,TA-33082,85,2/5/13,1/0/00,manual,merluza,,,2/8/13,1/0/00,Mancora,caballa,,,fresca,,,2760,,,Espanol #9,2760,B,,3,1,,90,m,1,b,,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio negro,peje,diablo,Congrio rojo,Congrio chilindrina,,390,560,32,69,56,94,,k,k,k,k,k,k,,,,
765,,Senor Cautivo,SPP,Ruben Castillo,8,,Mancora,4,TA-32288,,2/6/13,1/0/00,manual,merluza,,,2/8/13,1/0/00,Mancora,machete,,,fresca,,,2000,,,9,4000,b,,3,1,,90,m,2,b,y,300,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,diablo,,,,100,250,20,25,,,,k,k,k,k,,,,,,
766,,Amazonas,SPP,Oscar Amaya Vilchez,5,8,Mancora,5,TA-33082,85,2/11/13,1/0/00,manual,merluza,,,2/15/13,1/0/00,Mancora,caballa,machete,,fresca,fresca,,2300,,,Espanol #9,2300,m,,3,1,,90,m,1,b,,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio negro,peje,congrio chilindrina,Diablo,Congrio rojo,,320,855,59,128,68,86,,k,k,k,k,k,k,,,,
767,,Senor Cautivo,SPP,Ruben Castillo,8,,Mancora,,TA-32288,,2/12/13,1/0/00,manual,merluza,,,2/14/12,1/0/00,Mancora,botella,,,fresca,,,2000,,,9,4000,b,,3,1,,90,m,2,b,y,300,10,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,diablo,,,,180,150,15,30,,,,k,k,k,k,,,,,,
768,,Puerto Deseado,JAS,Carlos Castillo,,,Mancora,3,,,2/22/13,1/0/00,manual,merluza,,,2/22/13,1/0/00,Mancora,machete,,,fresca,,,,,,,,,,,,,,b,,,,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio blanco,peje,Doncella gato,Diablo,,,61,9,87,15,1,,,I,I,I,I,I,,,,,"Se descartaron 21 merluzas, Volador 18i, raya 11i descartadas, lenguado 10i, estrella 3 descartadas, morena 1i descartada, guitarra 1i descartada, anguilla 6i descartada, congrio rojo 4 unid, carajito 3i, cangrejo 1i descartada, synodus lacertinus 17i des"
769,,Puerto Deseado,Andrew Johnson,Carlos Castillo,,,Mancora,3,,,2/28/13,1/0/00,,merluza,,,2/28/13,1/0/00,Mancora,machete,,,fresca,,,2000,,,30/pala,6000,b,polyprop,40,60,polyprop,60,b,3,b,y,800,160,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio blanco,peje,congrio rojo,Volador,Lenguado,Culebra,279,5,56,2,45,5,4,I,I,I,I,I,I,I,,,"Se descartaron 209 merluzas. Carajito 1i, Iguana 8i, Raya (yellow spots) 2, raya (black blotches) 1"
770,,Puerto Deseado,Andrew Johnson,Carlos Castillo,,,Mancora,3,,,3/1/13,1/0/00,manual,merluza,,,3/1/13,1/0/00,Mancora,machete,,,fresca,,,2000,,,3,6000,b,polyprop,40,60,polyprop,60,b,3,b,y,800,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,carajito,peje,Doncella,Violador,Lenguado,Iguana,258,4,25,3,10,1,15,I,I,I,I,I,I,I,,,"Merluza 210 se descartaron, Culebra 4i, raya (marron)) 1"
771,,Sr. de los Milagros,BDS,,10,,Mancora,6,TA22875,,11/12/12,1/0/00,Manual,,,,12/1/12,1/0/00,Mancora,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,28,,,40,6,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tuno,Cruceta,Barracuda,Barrilete,Perico,Zorro,Manta,875,350,15,65,15,95,125,k,k,k,k,k,k,k,,,Pota: 20k.Tortuga
772,,Jhomar Alexis,A&S,Pedro,,,Constante,3,PT-27727-BM,,2/25/13,1/0/00,manual,guitarra,,,3/3/13,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,23,,,56,2,m,,,5.099999905,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,guitarra nortena,Ler,Batea,Tuya,Langosta,Verrugato,63,2,18,9,2,1,1,I,I,I,I,I,I,I,500,750,Lenguado 2 I
773,,Leticia,BDS,,8,,Mancora,6,TA10330,,12/17/12,1/0/00,manual,,,,12/21/12,1/0/00,Mancora,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,28,,,40,6,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tuno,manta,Cruceta,Barracuda,Barrilete,Perico,,350,180,470,65,40,10,,k,k,k,k,k,k,,,,4 Tortugas verdes
774,,San Jose 1,BDS,,8,,Mancora,6,TA0142 BM,,10/24/12,1/0/00,manual,,,,10/28/12,1/0/00,Mancora,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,30,,,40,6,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tuno,barracuda,Barrilete,Cruceta,Manta,Botella,Perico,800,90,70,470,250,135,20,k,k,k,k,k,k,k,,,Tiburon Zorro: 65 kilos
775,,Pedro Daniel,BDS,,8,,Mancora,6,ZS 23540,,1/15/13,,manual,,,,1/19/13,,Mancora,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,25,,,40,6,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tuno,Cruceta,Barracuda,Manta,,,,350,280,20,40,,,,k,k,k,k,,,,,,Tortuga verde (2) 30 kilos
776,,Puerto Deseado,Carlos Castillo,Carlos Castillo,2,,Mancora,3,,,3/5/13,1/0/00,manual,merluza,,,3/5/13,1/0/00,Mancora,machete,,,fresca,,,1200,,,12,3600,b,,4,1,,70,b,3,b,y,,30,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,100,15,25,5,,,,k,k,k,k,,,,,,Weight to hook-30 bz.
777,,Puerto Deseado,Carlos Castillo,Carlos Castillo,2,,Mancora,3,,,3/6/13,1/0/00,manual,merluza,,,3/6/13,1/0/00,Mancora,machete,,,fresca,,,1200,,,12,3600,b,,4,1,,70,b,3,b,y,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,150,20,30,7,,,,k,k,k,k,,,,,,
778,,Jhomar Alexis,A&S,Pedro,,,Constante,2,PT-27727-BM,,3/7/13,1/0/00,manual,guitarra,,,3/8/13,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,18,,,56,1,m,,,2.450000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,0,"Perdieron. 8 panos control, 8 panos experimental, 2 de separacion"
779,,Jhomar Alexis,A&S,Pedro,,,Constante,2,PT-27727-BM,,3/10/13,,manual,guitarra,,,3/16/13,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,18,,,56,2,m,,,4.489999771,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,Tuya,Tapadera,Suco,Cangrejo,,,33,1,3,4,4,,,I,I,I,I,I,,,350,500,"9 panos con luces, 7 panos sin luces, 2 panos de separacion."
780,,Jhomar Alexis,TSY & APP,Pedro,,,Constante,2,PT-27727-BM,,4/3/13,1/0/00,manual,guitarra,,,4/6/13,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,20,,,56,2,m,,,7.389999866,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,ler,Lenguado,Tapadera,Suco,Karateka,Batea,56,49,4,22,2,2,1,I,I,I,I,I,I,I,250,675,"8 panos con luz, 8 panos sin luz, 2 panos de separacion.
Cachema 1 I
Guitarra electrica 1 I
Tulla 1 I"
781,,Puerto Deseado,Carlos Castillo,Carlos Castillo,2,,Mancora,3,,,3/7/13,1/0/00,manual,merluza,,,3/7/13,1/0/00,Mancora,machete,,,fresca,,,1200,,,12,3600,,,4,1,,70,b,3,b,y,30,1,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,180,18,22,20,,,,k,k,k,k,,,,,,
782,,Puerto Deseado,Carlos Castillo,Carlos Castillo,,,Mancora,3,,,3/8/13,1/0/00,manual,merluza,,,3/8/13,1/0/00,Mancora,machete,,,fresca,,,1200,,,12,3600,,,4,1,,70,b,3,b,y,50,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,200,30,18,10,,,,k,k,k,k,,,,,,
783,,Puerto Deseado,Carlos Castillo,Carlos Castillo,2,,Mancora,3,,,3/9/13,1/0/00,manual,merluza,,,3/9/13,1/0/00,Mancora,machete,,,fresca,,,1200,,,12,3600,,,4,1,,70,b,3,b,y,50,30,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,300,15,20,10,,,,k,k,k,k,,,,,,Weight to hook 30 bz.
784,,Puerto Deseado,Carlos Castillo,Carlos Castillo,2,,Mancora,3,,,3/12/13,1/0/00,manual,merluza,,,3/12/13,1/0/00,Mancora,machete,,,fresca,,,1200,,,12,3600,,,4,1,,70,b,3,b,y,,30,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,150,30,15,5,,,,k,k,k,k,,,,,,Weight to hook: 30 bz.
785,,Puerto Deseado,Carlos Castillo,Carlos Castillo,2,,Mancora,3,,,3/13/13,1/0/00,manual,merluza,,,3/13/13,1/0/00,Mancora,machete,,,fresca,,,1200,,,12,3600,,,4,1,,70,b,3,b,y,,30,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,220,30,10,15,,,,k,k,k,k,,,,,,Weight to hook: 30 bz.
786,,Puerto Deseado,Carlos Castillo,Carlos Castillo,2,,Mancora,3,,,3/14/13,1/0/00,manual,merluza,,,3/14/13,1/0/00,Mancora,machete,,,fresca,,,1200,,,12,3600,,,4,1,,70,b,3,b,y,,30,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,200,40,20,5,,,,k,k,k,k,,,,,,Weight to hook 30 brazadas
787,,Puerto Deseado,Carlos Castillo,Carlos Castillo,2,,Mancora,3,,,3/15/13,1/0/00,manual,merluza,,,3/15/13,1/0/00,Mancora,machete,,,fresca,,,1200,,,12,3600,,,4,1,,70,b,3,b,y,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,150,30,30,10,,,,k,k,k,k,,,,,,
788,,Puerto Deseado,Carlos Castillo,Carlos Castillo,2,,Mancora,3,,,3/16/13,1/0/00,manual,merluza,,,3/16/13,1/0/00,Mancora,machete,,,fresca,,,1200,,,12,3600,,,4,1,,70,b,3,b,y,,30,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,,,,,,,,,,,,,,,,,Weight to hook 30 bz.
789,,Puerto Deseado,SPP,Carlos Castillo,1,,Mancora,3,TA2356 BM,,2/23/13,1/0/00,manual,merluza,,,2/23/13,1/0/00,Mancora,aguijilla,,,fresca,,,1200,,,Pala No. 13,3600,b,Papelillo,2,1,cerda,0,b,3,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,Diablo rojo,Otros,,93,11,75,8,1,20,,I,I,I,I,I,I,,,,"Otros: 1 ind Mero, 3 ind volador, 1 ind cabrilla, 7 ind lenguado. 8 ind carajito.Especies descartadas: raya 29 ind, 7 ind morena. Anguila 1 ind, iguana 26 ind."
790,,Teresa de Jesus,RBH,Raul,,,Salaverry,4,,,3/15/13,1/0/00,manual,tollo,,,3/27/13,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,28,,,60,8,m,7.5,p,7.5,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,Zorro,Perico,Bonito,Manta,,,880,750,305,185,140,,,k,k,k,k,k,,,5995,6600,"Ganancia por cada trupulante S/. 1650. 28 panos total, 24 de superficie 4 de profundidad"
791,,Teresa de Jesus,RBH,Raul,,,Salaverry,4,,,4/2/13,1/0/00,manual,,,,4/13/13,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,,,28,,,60,8,m,7.5,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,Perico,Vela,Zorro,Raya,Bonito,,220,500,360,250,520,50,,k,k,k,k,k,k,,5125,3350,Cada tripulante tuvo una ganancia de 825 soles
792,,Amazonas,Oscar Amaya,Oscar Amaya,5,8,Mancora,5,TA-33082 BM,85,3/5/13,1/0/00,manual,merluza,,,3/8/13,1/0/00,Mancora,botella,machete,,fresca,fresca,,2530,,,Espanol #9,2530,b,,3,1,,90,m,1,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,diablo,Chilindrina,Congrio rojo,,405,445,28,59,84,63,,k,k,k,k,k,k,,,,
793,,Amazonas,Oscar Amaya,Oscar Amaya,5,8,Mancora,5,TA-33082 BM,85,3/11/13,1/0/00,manual,merluza,,,3/14/13,1/0/00,Mancora,caballa,Botella,machete,fresca,fresca,fresca,2530,,,Espanol #9,2530,b,,3,1,,90,b,1,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,diablo,Chilidrina,Congrio Rojo,,366,420,47,97,84,71,,k,k,k,k,k,k,,,,
794,,Amazonas,Oscar Amaya,Oscar Amaya,5,8,Mancora,5,TA-33082 BM,85,4/15/13,1/0/00,manual,merluza,,,8/18/13,1/0/00,Mancora,caballa,machete,,fresca,fresca,,2530,,,Espanol #9,2530,b,,3,1,,90,m,1,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio negro,peje,diablo,Chili,Congrio Rojo,,450,370,37,75,53,70,,k,k,k,k,k,k,,,,Chili tambien se le conoce como Congrio gato.
795,,Amazonas,Oscar Amaya,Oscar Amaya,5,8,Mancora,5,TA-33082 BM,85,3/20/13,1/0/00,manual,merluza,,,3/23/13,1/0/00,Mancora,caballa,Botella,machete,fresca,fresca,fresca,2530,,,Espanol #9,2530,b,,3,1,,90,m,1,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio negro,peje,diablo,Chilindrina,Congrio Rojo,,580,400,51,71,72,55,,k,k,k,k,k,k,,,,
796,,Amazonas,Oscar Amaya,Oscar Amaya,5,8,Mancora,,TA-33082 BM,85,3/25/13,1/0/00,Manual,merluza,,,3/28/13,1/0/00,Mancora,caballa,machete,,fresca,fresca,,2530,,,Espanol #9,2530,b,,3,1,,90,m,1,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio negro,peje,diablo,Chilindrina,Congrio Rojo,,245,380,26,72,85,48,,k,k,k,k,k,k,,,,
797,,Sr. Morado,Luis Ayala,Luis Ayala,2,,Mancora,4,TA 26138,,3/16/13,1/0/00,Manual,merluza,,,3/18/13,1/0/00,Mancora,caballa,,,fresca,,,1700,,,"09, 10",4000,,,3,1,,90,b,1,b,,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio rojo,peje,Doncella,Diablo,Cagalo,Congrio Gato,90,65,40,10,10,15,30,k,k,k,k,k,k,k,,,
798,,Sr. Morado,Luis Ayala,Luis Ayala,2,,Mancora,3,TA 26138,,3/8/13,1/0/00,manual,merluza,,,3/8/13,1/0/00,Mancora,caballa,machete,,fresca,fresca,,1700,,,9,4000,,,3,1,,90,b,2,b,,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio gato,peje blanco,Doncella,Diablo,Anguila,Congrio Rojo,10,30,25,23,7,10,10,k,k,k,k,k,k,k,,,
799,,Sr. Morado,Luis Ayala,Luis Ayala,2,,Mancora,4,TA26138,,3/10/13,1/0/00,manual,merluza,,,3/11/13,1/0/00,Mancora,machete,,,fresca,,,1500,,,10,4200,,,3,1,,90,b,2,b,,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,Diablo,,,30,3,50,25,5,,,k,k,k,k,k,,,,,
800,,Cristo Vive,Carlos Castillo,Jery Ruiz,4,,Mancora,4,,,3/19/13,1/0/00,manual,merluza,,,3/19/13,1/0/00,Mancora,machete,,,fresca,,,1200,,,10,4200,,,4,1,,80,b,3,b,y,,30,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,diablo,Otras,,,100,50,20,5,30,,,k,k,k,k,k,,,,,Distancia entre peso y anzuelo 30 bz.
801,,Cristo Vive,Carlos Castillo,Jersy Ruiz,4,,Mancora,4,,,3/20/13,1/0/00,manual,merluza,,,3/20/13,1/0/00,Mancora,machete,,,fresca,,,1400,,,10,4200,,,4,1,,80,b,3,b,y,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,200,20,25,5,,,,k,k,k,k,,,,,,
802,,Cristo Vive,Carlos Castillo,Jersy Ruiz,4,,Mancora,4,,,3/21/13,1/0/00,manual,merluza,,,3/21/13,1/0/00,Mancora,machete,,,fresca,,,1400,,,10,4200,,,4,1,,80,b,3,b,y,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,150,30,15,7,,,,k,k,k,k,,,,,,
803,,Siempre Juan de Dios,A&S,Guanay,,,Constante,3,TA-37236-BM,,4/10/13,1/0/00,manual,guitarra,,,4/15/13,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,19,,,56,3,m,,,8.630000114,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ler,guitarra,Batea,Caballito de mar,Lenguado,,,29,55,5,1,5,,,I,I,I,I,I,,,200,1000,"8 panios de control, 9 experimental y 2 de separacion"
804,,Cristo Vive,Carlos Castillo,Jersy Ruiz,4,,Mancora,4,,,3/22/13,1/0/00,manual,merluza,,,3/22/13,1/0/00,Mancora,machete,,,fresca,,,1400,,,10,4200,,,4,1,,80,b,3,b,y,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,300,15,10,10,,,,k,k,k,k,,,,,,
805,,Cristo Vive,Carlos Castillo,Jersy Ruiz,4,,Mancora,4,,,3/23/13,1/0/00,manual,merluza,,,3/23/13,1/0/00,Mancora,machete,,,fresca,,,1400,,,10,4200,,,4,1,,80,b,3,b,y,,30,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,,,,250,40,10,5,,,,k,k,k,k,,,,,,"Distancia entre peso y anzuelo, Weight to hook 30 bz."
